WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW_x,PSL,match,win0,confidence0,PSW_y,date
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Linette M.,Fruhvirtova L.,51,376,2.0,0.0,Completed,1.22,4.85,1858,1,0.9859416103363037,1.22,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,1st Round,Siniakova K.,Rogers S.,53,42,2.0,0.0,Completed,,,1859,0,,,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Kasatkina D.,Mcnally C.,27,134,2.0,1.0,Completed,1.23,4.8,1860,1,1.0501018577814103,1.23,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Mladenovic K.,Abanda F.,57,361,2.0,0.0,Completed,1.46,2.96,1861,1,1.1514630782604218,1.46,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Kostyuk M.,Kanepi K.,56,70,2.0,0.0,Completed,1.68,2.32,1862,1,1.120378246307373,1.68,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Gracheva V.,Bogdan A.,88,106,1.0,0.0,Retired,3.36,1.38,1863,0,1.0345591163635253,3.36,2021-08-24
42,Chicago,Chicago Women's Opeen,2021-08-24,WTA250,Outdoor,Hard,1st Round,Hsieh S.W.,Williams V.,81,147,2.0,0.0,Completed,,,1864,0,,,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-24,WTA250,Outdoor,Hard,2nd Round,Sasnovich A.,Podoroska N.,99,37,2.0,1.0,Completed,2.11,1.81,1865,0,0.9961778593063354,2.11,2021-08-24
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Begu I.,Hercog P.,74,85,2.0,0.0,Completed,1.74,2.23,1866,1,1.157844171524048,1.74,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Siniakova K.,Hanatani N.,53,402,2.0,0.0,Completed,1.03,17.92,1867,1,0.9211788344383239,1.03,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Zhang S.,Mattek-Sands B.,49,363,2.0,0.0,Completed,1.28,4.13,1868,1,1.052992477416992,1.28,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Peterson R.,Golubic V.,59,45,2.0,0.0,Completed,2.57,1.57,1869,0,1.085526341199875,2.57,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Cornet A.,Paolini J.,68,98,2.0,0.0,Completed,1.57,2.58,1870,1,1.0646901631355286,1.57,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Svitolina E.,Ferro F.,6,80,2.0,0.0,Completed,1.27,4.19,1871,1,1.044765973687172,1.27,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Van Uytvanck A.,Vondrousova M.,58,40,0.0,1.0,Retired,3.05,1.43,1872,0,1.135268409848213,3.05,2021-08-25
42,Chicago,Chicago Women's Opeen,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Martincova T.,Hsieh S.W.,60,81,2.0,1.0,Completed,1.94,1.96,1873,0,1.07531596660614,1.94,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-25,WTA250,Outdoor,Hard,2nd Round,Kontaveit A.,Garcia C.,30,61,2.0,0.0,Completed,1.6,2.5,1874,1,1.1720230102539062,1.6,2021-08-25
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Sorribes Tormo S.,Zhang S.,43,49,2.0,0.0,Completed,1.54,2.65,1875,1,1.1280721473693849,1.54,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Linette M.,Kasatkina D.,51,27,2.0,0.0,Completed,2.9,1.47,1876,0,1.0678099536895753,2.9,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Kontaveit A.,Siniakova K.,30,53,2.0,1.0,Completed,1.66,2.37,1877,1,0.9105410706996917,1.66,2021-08-26
42,Chicago,Chicago Women's Opeen,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Svitolina E.,Mladenovic K.,6,57,2.0,0.0,Completed,1.29,4.0,1878,1,1.016577651500702,1.29,2021-08-26
42,Chicago,Chicago Women's Opeen,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Peterson R.,Martincova T.,59,60,1.0,1.0,Retired,2.2,1.75,1879,0,1.1644984483718872,2.2,2021-08-26
42,Chicago,Chicago Women's Opeen,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Cornet A.,Vondrousova M.,68,40,2.0,1.0,Completed,4.04,1.29,1880,0,0.8532041805982591,4.04,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,2nd Round,Sorribes Tormo S.,Zvonareva V.,43,101,,,Walkover,1.71,2.25,1881,1,1.0495510965585708,1.71,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-26,WTA250,Outdoor,Hard,Quarterfinals,Begu I.,Sasnovich A.,74,99,2.0,0.0,Completed,1.98,1.93,1882,0,1.0588570487499236,1.98,2021-08-26
43,Cleveland,Tennis in the Land,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Begu I.,Linette M.,74,51,2.0,0.0,Completed,2.36,1.67,1883,1,1.2070920348167418,2.36,2021-08-27
43,Cleveland,Tennis in the Land,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Kontaveit A.,Sorribes Tormo S.,30,43,2.0,0.0,Completed,1.85,2.06,1884,0,1.284348462820053,1.85,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Cornet A.,Gracheva V.,68,88,2.0,1.0,Completed,1.5,2.77,1885,1,1.0514121651649475,1.5,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-27,WTA250,Outdoor,Hard,Semifinals,Svitolina E.,Peterson R.,6,59,2.0,1.0,Completed,1.31,3.81,1886,1,1.0596704763174059,1.31,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-27,WTA250,Outdoor,Hard,Quarterfinals,Gracheva V.,Kostyuk M.,88,56,2.0,1.0,Completed,4.4,1.26,1887,0,1.0365394699573518,4.4,2021-08-27
42,Chicago,Chicago Women's Opeen,2021-08-28,WTA250,Outdoor,Hard,The Final,Svitolina E.,Cornet A.,6,68,2.0,0.0,Completed,1.28,4.1,1888,1,0.8930825042724609,1.28,2021-08-28
43,Cleveland,Tennis in the Land,2021-08-28,WTA250,Outdoor,Hard,The Final,Kontaveit A.,Begu I.,30,74,2.0,0.0,Completed,1.37,3.39,1889,1,0.8749880629777909,1.37,2021-08-28
